Product_Group,Product_line,Customer_region,Customer_country,Quarter_year,Volume_kg,Revenue_eur,Gross Margin_eur
CLT,CLT 340,EMEA,France,Q4 2022,8048157,1377962.241,467141.4949
CLT,CLT 340,EMEA,France,Q4 2022,7744783.5,1292594.064,327792.4686
CLT,CLT 340,EMEA,France,Q3 2022,787635.5922,152701.1855,51635.7775
CLT,CLT 340,EMEA,France,Q3 2022,890002.91,182736.547,58274.919
CLT,CLT 340,EMEA,France,Q3 2022,756206.19,152827.2315,52664.1715
CLT,CLT 340,EMEA,France,Q4 2022,891328.232,184291.5165,74920.306
CLT,CLT 340,EMEA,France,Q4 2022,917840.53,190388.759,76210.463
CLT,CLT 340,EMEA,France,Q4 2022,680833.93,133024.8425,47327.9835
CLT,CLT 340,EMEA,Gabon,Q3 2022,48960,6145.92,2084.4718
CLT,CLT 340,EMEA,United Kingdom,Q3 2022,10229039.4,1340423.115,384015.3467
CLT,CLT 340,EMEA,United Kingdom,Q3 2022,14287093.08,1725851.868,566894.3549
CLT,CLT 340,EMEA,United Kingdom,Q3 2022,9753699,1263447.562,462433.4738
CLT,CLT 340,EMEA,United Kingdom,Q4 2022,10362531.9,1331697.635,457976.5275
CLT,CLT 340,EMEA,United Kingdom,Q4 2022,11307760.8,1359882.11,475080.5278
CLT,CLT 340,EMEA,United Kingdom,Q4 2022,16572397.98,1955685.86,655597.8091
CLT,CLT 340,EMEA,United Kingdom,Q3 2022,356590.6,42918.7865,9386.608
CLT,CLT 340,EMEA,United Kingdom,Q3 2022,475588.8,62910.824,8650.0445
CLT,CLT 340,EMEA,United Kingdom,Q3 2022,347389.5,38612.7595,6481.9735
CLT,CLT 340,EMEA,United Kingdom,Q4 2022,400919.5,57785.593,21453.337
CLT,CLT 340,EMEA,United Kingdom,Q4 2022,493809.2,61686.6825,15101.086
CLT,CLT 340,EMEA,United Kingdom,Q4 2022,380426.6,49971.1305,12891.9085
CLT,CLT 340,EMEA,Ghana,Q4 2022,2064480,412288.8,136613.2771
CLT,CLT 340,EMEA,Greece,Q3 2022,23460,6291.42,1414.26
CLT,CLT 340,EMEA,Greece,Q4 2022,23460,6291.42,1347.621
CLT,CLT 340,EMEA,Croatia,Q3 2022,33639.6,5141.9894,1464.0598
CLT,CLT 340,EMEA,Croatia,Q3 2022,134415.6,20413.8246,5493.7987
CLT,CLT 340,EMEA,Croatia,Q3 2022,114056.4,17604.3166,4752.709
CLT,CLT 340,EMEA,Croatia,Q4 2022,237558,36615.4242,9906.2511
CLT,CLT 340,EMEA,Croatia,Q4 2022,206774.4,31750.234,8374.1943
CLT,CLT 340,EMEA,Croatia,Q4 2022,139413.6,21235.3564,5667.3414
CLT,CLT 340,EMEA,Croatia,Q3 2022,24502.6,4655.494,477.679
CLT,CLT 340,EMEA,Croatia,Q3 2022,25532.8,4851.232,532.912
CLT,CLT 340,EMEA,Croatia,Q4 2022,24563.2,4667.008,480.928
CLT,CLT 340,EMEA,Croatia,Q4 2022,24462.2,4647.818,475.513
CLT,CLT 340,EMEA,Hungary,Q3 2022,2452222.8,132840.1517,100123.3709
CLT,CLT 340,EMEA,Hungary,Q3 2022,1664538,97484.2919,63633.164
CLT,CLT 340,EMEA,Hungary,Q3 2022,1822862.4,96967.8736,71036.3883
CLT,CLT 340,EMEA,Hungary,Q4 2022,1153579.2,107189.3068,71621.5214
CLT,CLT 340,EMEA,Hungary,Q4 2022,2524367.4,108895.4786,73309.3408
CLT,CLT 340,EMEA,Hungary,Q4 2022,1517923.2,82361.8658,61788.4083
CLT,CLT 340,EMEA,Hungary,Q3 2022,13765.29,3664.1595,556.7475
CLT,CLT 340,EMEA,Hungary,Q3 2022,16780.14,4466.672,-649.4865
CLT,CLT 340,EMEA,Hungary,Q3 2022,27132.64,7222.3845,-230.5745
CLT,CLT 340,EMEA,Hungary,Q4 2022,10388.86,2765.393,420.185
CLT,CLT 340,EMEA,Hungary,Q4 2022,22142.23,5893.9995,-432.877
CLT,CLT 340,EMEA,Hungary,Q4 2022,24240,6452.4,-351.804
CLT,CLT 340,EMEA,Ireland,Q3 2022,167545.2,27984.6164,8083.7084
CLT,CLT 340,EMEA,Ireland,Q3 2022,55100.4,7837.8037,3757.7412
CLT,CLT 340,EMEA,Ireland,Q4 2022,81579.6,12503.1448,4715.5095
CLT,CLT 340,EMEA,Ireland,Q4 2022,57283.2,10280.0212,3832.4797
CLT,CLT 340,EMEA,Ireland,Q4 2022,110792.4,15781.7642,6626.1088
CLT,CLT 340,EMEA,Israel,Q3 2022,0,0,-92.15
CLT,CLT 340,EMEA,Israel,Q3 2022,21420,4990.65,3060.2627
CLT,CLT 340,EMEA,Israel,Q4 2022,0,0,-28.6247
CLT,CLT 340,EMEA,Israel,Q4 2022,21420,4990.65,2925.9468
CLT,CLT 340,EMEA,Italy,Q3 2022,5009770.8,312322.055,140730.6652
CLT,CLT 340,EMEA,Italy,Q3 2022,3017996.4,190069.9965,80358.0204
CLT,CLT 340,EMEA,Italy,Q3 2022,4443895.2,300031.0977,132320.6003
CLT,CLT 340,EMEA,Italy,Q4 2022,5385375.6,357310.5192,156111.0531
CLT,CLT 340,EMEA,Italy,Q4 2022,5008628.4,353268.3449,159776.654
CLT,CLT 340,EMEA,Italy,Q4 2022,3741268.2,236925.0705,117244.4238
CLT,CLT 340,EMEA,Italy,Q3 2022,0,0,-174.8
CLT,CLT 340,EMEA,Italy,Q3 2022,25169.2,10333.701,3485.208
CLT,CLT 340,EMEA,Italy,Q3 2022,51914,16789.2265,5654.0105
CLT,CLT 340,EMEA,Italy,Q4 2022,19695,3853.2,1050.3105
CLT,CLT 340,EMEA,Italy,Q4 2022,31875.6,12537.15,-1409.629
CLT,CLT 340,EMEA,Italy,Q4 2022,12998.7,3056.625,-131.7935
CLT,CLT 340,EMEA,Jordan,Q3 2022,612000,110580,54060.5056
CLT,CLT 340,EMEA,Jordan,Q3 2022,244800,44232,25163.9049
CLT,CLT 340,EMEA,Jordan,Q3 2022,142800,25802,13417.5056
CLT,CLT 340,EMEA,Jordan,Q4 2022,244800,44232,19844.163
CLT,CLT 340,EMEA,Jordan,Q4 2022,195840,35385.6,21546.6294
CLT,CLT 340,EMEA,Jordan,Q4 2022,338640,61187.6,23963.0837
CLT,CLT 340,EMEA,Kenya,Q3 2022,149817.6,49893.696,15447.5216
CLT,CLT 340,EMEA,Kenya,Q3 2022,0,0,-1058.27
CLT,CLT 340,EMEA,Kenya,Q3 2022,73440,16202.88,2501.533
CLT,CLT 340,EMEA,Kenya,Q4 2022,0,0,-12.4742
CLT,CLT 340,EMEA,Kenya,Q4 2022,73440,16202.88,2180.5115
CLT,CLT 340,EMEA,Kyrgyzstan,Q3 2022,122400,29775.12,20536.258
CLT,CLT 340,EMEA,Kazakhstan,Q3 2022,201960,45518.22,15303.9907
CLT,CLT 340,EMEA,Kazakhstan,Q4 2022,195840,44138.88,13385.3598
CLT,CLT 340,EMEA,Kazakhstan,Q4 2022,195840,44138.88,17024.8386
CLT,CLT 340,EMEA,Kazakhstan,Q4 2022,65280,14712.96,3965.9808
CLT,CLT 340,EMEA,Lithuania,Q3 2022,122604,20171.829,2457.0197
CLT,CLT 340,EMEA,Lithuania,Q3 2022,147369.6,24477.1934,13469.6334
CLT,CLT 340,EMEA,Lithuania,Q3 2022,97063.2,16359.0694,7443.2562
CLT,CLT 340,EMEA,Lithuania,Q4 2022,197288.4,31630.9822,21164.3427
CLT,CLT 340,EMEA,Lithuania,Q4 2022,73399.2,12075.7628,2140.984
CLT,CLT 340,EMEA,Lithuania,Q4 2022,148022.4,25731.966,15011.429
CLT,CLT 340,EMEA,Lithuania,Q3 2022,49065.8,10383.975,3819.095
CLT,CLT 340,EMEA,Lithuania,Q3 2022,73305.8,15675.475,11527.414
CLT,CLT 340,EMEA,Lithuania,Q3 2022,28906.2,6602.025,1112.3075
CLT,CLT 340,EMEA,Lithuania,Q4 2022,48904.2,10349.775,4481.1025
CLT,CLT 340,EMEA,Lithuania,Q4 2022,47328.6,10016.325,1864.166
CLT,CLT 340,EMEA,Lithuania,Q4 2022,23876.4,5053.05,955.7665
CLT,CLT 340,EMEA,Luxembourg,Q3 2022,147471.6,17095.4255,9048.7614
CLT,CLT 340,EMEA,Luxembourg,Q3 2022,70828.8,8245.7566,2704.7965
CLT,CLT 340,EMEA,Luxembourg,Q3 2022,96145.2,11334.5179,5235.3519
CLT,CLT 340,EMEA,Luxembourg,Q4 2022,110466,12390.78,5249.5042
CLT,CLT 340,EMEA,Luxembourg,Q4 2022,81538.8,9614.0192,2011.8188
CLT,CLT 340,EMEA,Luxembourg,Q4 2022,87250.8,10018.16,4684.8866
CLT,CLT 340,EMEA,Latvia,Q3 2022,494904,75286.55,27651.9258
CLT,CLT 340,EMEA,Latvia,Q3 2022,491935.8,74094.9923,28169.5469
CLT,CLT 340,EMEA,Latvia,Q3 2022,452390.4,68067.1504,26136.7761
CLT,CLT 340,EMEA,Latvia,Q4 2022,2158267.98,390989.9765,214244.5208
CLT,CLT 340,EMEA,Latvia,Q4 2022,431419.2,65050.528,7085.2583
CLT,CLT 340,EMEA,Latvia,Q4 2022,528013.2,79846.4424,27414.2758
CLT,CLT 340,EMEA,Morocco,Q3 2022,163200,35836.456,11205.7504
CLT,CLT 340,EMEA,Morocco,Q3 2022,536316,90135.31,15386.0333
CLT,CLT 340,EMEA,Morocco,Q3 2022,215668.8,39269.868,8695.2837
CLT,CLT 340,EMEA,Morocco,Q4 2022,88862.4,22478.7024,7557.173
CLT,CLT 340,EMEA,Morocco,Q4 2022,24969.6,8904.6,5520.7065
CLT,CLT 340,EMEA,Morocco,Q4 2022,148838.4,31912.224,5866.269
CLT,CLT 340,EMEA,Monaco,Q3 2022,76132.8,10498.116,1758.5033
CLT,CLT 340,EMEA,Monaco,Q3 2022,50694,6990.305,-152.969
CLT,CLT 340,EMEA,Monaco,Q3 2022,100980,13924.35,1263.2892
CLT,CLT 340,EMEA,Monaco,Q4 2022,50530.8,6967.801,624.7382
CLT,CLT 340,EMEA,Monaco,Q4 2022,25255.2,3482.494,311.9229
CLT,CLT 340,EMEA,Macedonia,Q3 2022,73440,8590.32,476.8035
CLT,CLT 340,EMEA,Macedonia,Q3 2022,48960,5726.88,347.939
CLT,CLT 340,EMEA,Macedonia,Q3 2022,48960,5726.88,316.8893
CLT,CLT 340,EMEA,Macedonia,Q4 2022,72420,8471.01,254.819
CLT,CLT 340,EMEA,Macedonia,Q4 2022,48960,5726.88,130.4165
CLT,CLT 340,EMEA,Macedonia,Q4 2022,73440,8590.32,214.6804
CLT,CLT 340,EMEA,Niger,Q3 2022,0,0,-702.8038
CLT,CLT 340,EMEA,Niger,Q4 2022,1003680,174533.652,46372.7124
CLT,CLT 340,EMEA,Nigeria,Q3 2022,97920,21138.24,7162.3345
CLT,CLT 340,EMEA,Nigeria,Q4 2022,48960,10569.12,3701.8304
CLT,CLT 340,EMEA,Netherlands,Q3 2022,9201036.48,1295861.063,548608.332
CLT,CLT 340,EMEA,Netherlands,Q3 2022,8834413.8,1320929.937,485244.44
CLT,CLT 340,EMEA,Netherlands,Q3 2022,7889216.52,900944.0413,354138.9005
CLT,CLT 340,EMEA,Netherlands,Q4 2022,8476471.32,932934.2048,363434.1195
CLT,CLT 340,EMEA,Netherlands,Q4 2022,8254804.124,962936.7898,366376.8764
CLT,CLT 340,EMEA,Netherlands,Q4 2022,7377462.854,988810.0169,293507.3918
CLT,CLT 340,EMEA,Netherlands,Q3 2022,64619.8,10696.3825,4866.546
CLT,CLT 340,EMEA,Netherlands,Q3 2022,54641,9292.748,3289.6315
CLT,CLT 340,EMEA,Netherlands,Q3 2022,46662,7665.037,2832.805
CLT,CLT 340,EMEA,Netherlands,Q4 2022,43222.95,7437.303,3469.267
CLT,CLT 340,EMEA,Netherlands,Q4 2022,40379.8,6950.523,2550.4745
CLT,CLT 340,EMEA,Netherlands,Q4 2022,43409.8,7468.596,3111.6205
CLT,CLT 340,EMEA,Norway,Q3 2022,5671944.6,1256457.199,700354.0747
CLT,CLT 340,EMEA,Norway,Q3 2022,6674047.68,1558703.127,906629.1046
CLT,CLT 340,EMEA,Norway,Q3 2022,6681683.4,1428742.963,744415.8591
CLT,CLT 340,EMEA,Norway,Q4 2022,6170265.6,1427916.397,801731.6362
CLT,CLT 340,EMEA,Norway,Q4 2022,7122313.2,1500052.649,817730.6222
CLT,CLT 340,EMEA,Norway,Q4 2022,6260923.2,1338319.059,746143.594
CLT,CLT 340,EMEA,Norway,Q3 2022,173204.9,35249.9305,18365.1625
CLT,CLT 340,EMEA,Norway,Q3 2022,191728.3,90453.4995,73793.9765
CLT,CLT 340,EMEA,Norway,Q3 2022,155994.5,35978.2575,21007.5115
CLT,CLT 340,EMEA,Norway,Q4 2022,207534.8,103070.383,84462.2105
CLT,CLT 340,EMEA,Norway,Q4 2022,165347.1,37451.2325,19435.2045
CLT,CLT 340,EMEA,Norway,Q4 2022,179264.9,96594.9265,78033.1805
CLT,CLT 340,EMEA,Poland,Q3 2022,13921694.4,1686364.807,934384.0347
CLT,CLT 340,EMEA,Poland,Q3 2022,14964738.24,1810578.099,1031924.286
CLT,CLT 340,EMEA,Poland,Q3 2022,13957802.4,1717941.751,970689.2917
CLT,CLT 340,EMEA,Poland,Q4 2022,14284669.56,1769886.269,1004604.061
CLT,CLT 340,EMEA,Poland,Q4 2022,13395298.92,1678385.723,926889.3394
CLT,CLT 340,EMEA,Poland,Q4 2022,12905468.4,1605013.216,877498.2392
CLT,CLT 340,EMEA,Poland,Q3 2022,1102859.4,150751.3675,75205.496
CLT,CLT 340,EMEA,Poland,Q3 2022,1644365.85,223386.0115,116347.2125
CLT,CLT 340,EMEA,Poland,Q3 2022,1348183.35,188206.2385,95974.187
CLT,CLT 340,EMEA,Poland,Q4 2022,1460581.2,200655.8175,111475.7455
CLT,CLT 340,EMEA,Poland,Q4 2022,1343098,193425.5385,81720.881
CLT,CLT 340,EMEA,Poland,Q4 2022,1240926.4,163733.6305,59671.058
CLT,CLT 340,EMEA,Portugal,Q3 2022,1606539.78,247716.466,135838.7806
CLT,CLT 340,EMEA,Portugal,Q3 2022,1379929.44,209359.659,107500.735
CLT,CLT 340,EMEA,Portugal,Q3 2022,1394740.86,224403.583,117102.9881
CLT,CLT 340,EMEA,Portugal,Q4 2022,1381260.54,219560.6058,118122.7782
CLT,CLT 340,EMEA,Portugal,Q4 2022,1166866.74,185284.647,99571.8289
CLT,CLT 340,EMEA,Portugal,Q4 2022,983656.38,154540.497,79318.5005
CLT,CLT 340,EMEA,Portugal,Q3 2022,696355.61,82043.9,42411.8
CLT,CLT 340,EMEA,Portugal,Q3 2022,597564.48,69666.35,36200.7
CLT,CLT 340,EMEA,Portugal,Q3 2022,553931.47,68269.85,36794.45
CLT,CLT 340,EMEA,Portugal,Q4 2022,572592.23,65564.25,34021.4
CLT,CLT 340,EMEA,Portugal,Q4 2022,522708.33,56625.7,28765.05
CLT,CLT 340,EMEA,Portugal,Q4 2022,423928.31,42842.15,21369.3
CLT,CLT 340,EMEA,Romania,Q3 2022,452880,9044.28,-2056.9723
CLT,CLT 340,EMEA,Romania,Q3 2022,430440,8596.14,-2423.9815
CLT,CLT 340,EMEA,Romania,Q3 2022,401370,8015.595,-6056.4472
CLT,CLT 340,EMEA,Romania,Q4 2022,518670,10358.145,-9601.6032
CLT,CLT 340,EMEA,Romania,Q4 2022,523770,10459.995,-14073.5942
CLT,CLT 340,EMEA,Romania,Q4 2022,331500,6620.25,-67.5702
CLT,CLT 340,EMEA,Serbia,Q3 2022,24480,4772.4,2899.3785
CLT,CLT 340,EMEA,Serbia,Q4 2022,24480,5470.8,4306.4702
CLT,CLT 340,EMEA,Russian Fed.,Q3 2022,966923.28,185300.9915,102327.046
CLT,CLT 340,EMEA,Russian Fed.,Q3 2022,1325775.6,276207.7716,99017.0374
CLT,CLT 340,EMEA,Russian Fed.,Q3 2022,884595,153906.6893,75312.4878
CLT,CLT 340,EMEA,Russian Fed.,Q4 2022,1098835.8,190119.6411,102373.315
CLT,CLT 340,EMEA,Russian Fed.,Q4 2022,1165727.4,228068.9317,113755.2077
CLT,CLT 340,EMEA,Russian Fed.,Q4 2022,1106214.48,187815.3285,80137.8595
CLT,CLT 340,EMEA,Russian Fed.,Q3 2022,106656,29477.284,14693.6595
CLT,CLT 340,EMEA,Russian Fed.,Q3 2022,131279.8,39343.8415,15296.1875
CLT,CLT 340,EMEA,Russian Fed.,Q3 2022,101000,28518.012,11808.9085
CLT,CLT 340,EMEA,Russian Fed.,Q4 2022,154328,43424.2245,17930.623
CLT,CLT 340,EMEA,Russian Fed.,Q4 2022,140006.2,38436.829,16543.8415
CLT,CLT 340,EMEA,Russian Fed.,Q4 2022,170568.8,47711.5365,15324.9915
CLT,CLT 340,EMEA,Saudi Arabia,Q4 2022,314160,84549.08,45791.3817
CLT,CLT 340,EMEA,Saudi Arabia,Q4 2022,81906,22043.153,12796.7347
CLT,CLT 340,EMEA,Saudi Arabia,Q4 2022,0,0,1415.1621
CLT,CLT 340,EMEA,Sudan,Q3 2022,122400,30846,15360.3962
CLT,CLT 340,EMEA,Sudan,Q3 2022,0,0,240.7152
CLT,CLT 340,EMEA,Sudan,Q4 2022,180172.8,79706.9952,32106.0591
CLT,CLT 340,EMEA,Sweden,Q3 2022,7859751.78,1548443.854,787167.7943
CLT,CLT 340,EMEA,Sweden,Q3 2022,9430140.72,1518198.507,789008.1462
CLT,CLT 340,EMEA,Sweden,Q3 2022,8934288.12,1433446.746,743579.1565
CLT,CLT 340,EMEA,Sweden,Q4 2022,8934639,1679647.625,860969.09
CLT,CLT 340,EMEA,Sweden,Q4 2022,7589089.68,1494888.01,790176.744
CLT,CLT 340,EMEA,Sweden,Q4 2022,7846988.52,1522610.746,827865.3665
CLT,CLT 340,EMEA,Sweden,Q3 2022,6911105.79,1041714.416,490064.625
CLT,CLT 340,EMEA,Sweden,Q3 2022,7063073.42,1071105.297,549033.158
CLT,CLT 340,EMEA,Sweden,Q3 2022,5866608.23,872392.4195,447116.512
CLT,CLT 340,EMEA,Sweden,Q4 2022,6079299.08,967185.7945,469897.626
CLT,CLT 340,EMEA,Sweden,Q4 2022,6907882.88,1044730.58,524307.755
CLT,CLT 340,EMEA,Sweden,Q4 2022,6746991.9,1066622.2,597630.18
CLT,CLT 340,EMEA,Slovenia,Q3 2022,321422.4,56592.7682,26558.3575
CLT,CLT 340,EMEA,Slovenia,Q3 2022,383163,67075.3157,29331.3353
CLT,CLT 340,EMEA,Slovenia,Q3 2022,175327.8,34232.1342,15430.1489
CLT,CLT 340,EMEA,Slovenia,Q4 2022,232437.6,39765.5962,18007.3225
CLT,CLT 340,EMEA,Slovenia,Q4 2022,181774.2,35149.696,17338.847
CLT,CLT 340,EMEA,Slovenia,Q4 2022,157794,31215.5894,14016.5776
CLT,CLT 340,EMEA,Slovenia,Q3 2022,64458.2,11082.51,6313.6145
CLT,CLT 340,EMEA,Slovenia,Q3 2022,80759.6,11414.345,6698.431
CLT,CLT 340,EMEA,Slovenia,Q3 2022,53105.8,8087.7395,4753.762
CLT,CLT 340,EMEA,Slovenia,Q4 2022,73366.4,14025.8,7851.2275
CLT,CLT 340,EMEA,Slovenia,Q4 2022,76901.4,10455.13,6180.985
CLT,CLT 340,EMEA,Slovenia,Q4 2022,52843.2,7054.32,3928.4495
CLT,CLT 340,EMEA,Slovakia,Q3 2022,1378234.2,188247.0755,106497.7065
CLT,CLT 340,EMEA,Slovakia,Q3 2022,1628399.4,219550.9349,130095.3912
CLT,CLT 340,EMEA,Slovakia,Q3 2022,1504765.2,205491.1923,102899.9571
CLT,CLT 340,EMEA,Slovakia,Q4 2022,1340596.2,180352.1485,88658.8439
CLT,CLT 340,EMEA,Slovakia,Q4 2022,1475011.8,200337.7472,99316.3018
CLT,CLT 340,EMEA,Slovakia,Q4 2022,1061024.4,146015.1476,113089.4191
CLT,CLT 340,EMEA,Slovakia,Q3 2022,24240,2280,1103.1115
CLT,CLT 340,EMEA,Slovakia,Q3 2022,24240,2280,1047.5365
CLT,CLT 340,EMEA,Slovakia,Q4 2022,24240,2280,1075.7895
CLT,CLT 340,EMEA,Slovakia,Q4 2022,71427.2,7339.776,4230.3975
CLT,CLT 340,EMEA,Ukraine,Q3 2022,352104,54469.2345,23293.677
CLT,CLT 340,EMEA,Ukraine,Q3 2022,438028.8,65653.4315,25920.7183
CLT,CLT 340,EMEA,Ukraine,Q3 2022,275481.6,37255.0131,15969.304
CLT,CLT 340,EMEA,Ukraine,Q4 2022,380439.6,52336.8932,24982.7865
CLT,CLT 340,EMEA,Ukraine,Q4 2022,256183.2,38450.1889,15433.2432
CLT,CLT 340,EMEA,Ukraine,Q4 2022,307917.6,49285.5157,20096.9644
CLT,CLT 340,EMEA,Ukraine,Q3 2022,44177.4,12465.9,2652.818
CLT,CLT 340,EMEA,Ukraine,Q3 2022,0,0,-114
CLT,CLT 340,EMEA,South Africa,Q3 2022,119340,27880.71,7162.2278
CLT,CLT 340,EMEA,South Africa,Q3 2022,70380,17311.59,2004.5147
CLT,CLT 340,EMEA,South Africa,Q3 2022,0,0,-108.64
CLT,CLT 340,EMEA,South Africa,Q4 2022,0,0,-27.16
CLT,CLT 340,North America,Canada,Q3 2022,38741279.04,5364936.373,1253921.221
CLT,CLT 340,North America,Canada,Q3 2022,40565133.25,4944472.859,938699.4386
CLT,CLT 340,North America,Canada,Q3 2022,29960934.17,4245444.386,777575.2218
CLT,CLT 340,North America,Canada,Q4 2022,23337665.15,3310356.277,1085008.642
CLT,CLT 340,North America,Canada,Q4 2022,23243011.12,3079792.244,1098177.284
CLT,CLT 340,North America,Canada,Q4 2022,21422247.23,2858694.333,845228.3277
CLT,CLT 340,North America,Canada,Q3 2022,1702912.834,306464.1385,122850.694
CLT,CLT 340,North America,Canada,Q3 2022,1702556.66,321504.3675,109297.861
CLT,CLT 340,North America,Canada,Q3 2022,1281997.243,232397.341,85236.2135
CLT,CLT 340,North America,Canada,Q4 2022,1534678.979,325995.654,106672.3175
CLT,CLT 340,North America,Canada,Q4 2022,1443271.973,318679.704,117636.752
CLT,CLT 340,North America,Canada,Q4 2022,1308493.794,257603.7005,100240.3805
CLT,CLT 340,North America,Dominican Rep.,Q3 2022,97920,22473.3674,9787.0187
CLT,CLT 340,North America,Dominican Rep.,Q4 2022,73440,17037.1188,7333.7917
CLT,CLT 340,North America,Dominican Rep.,Q4 2022,73440,17198.9439,6918.5056
CLT,CLT 340,North America,Dominican Rep.,Q4 2022,73440,17256.6201,6742.7901
CLT,CLT 340,North America,Guadeloupe,Q3 2022,37944,20017.7348,11530.1378
CLT,CLT 340,North America,Guadeloupe,Q3 2022,22950,13718.904,7613.8307
CLT,CLT 340,North America,Guadeloupe,Q4 2022,45900,27785.1941,16317.9317
CLT,CLT 340,North America,Guadeloupe,Q4 2022,0,0,-73.3514
CLT,CLT 340,North America,Guadeloupe,Q4 2022,22950,13963.8193,8414.9925
CLT,CLT 340,North America,HonTIMBERs,Q3 2022,278460,50894.5517,4929.1326
CLT,CLT 340,North America,HonTIMBERs,Q3 2022,449820,82193.2119,30948.3738
CLT,CLT 340,North America,HonTIMBERs,Q3 2022,406980,74055.4066,23267.4482
CLT,CLT 340,North America,HonTIMBERs,Q4 2022,963900,180497.7261,64297.8662
CLT,CLT 340,North America,HonTIMBERs,Q4 2022,0,0,1758.9883
CLT,CLT 340,North America,HonTIMBERs,Q4 2022,0,0,10.9125
CLT,CLT 340,North America,St. Lucia,Q3 2022,45777.6,32810.8029,13853.1229
CLT,CLT 340,North America,St. Lucia,Q3 2022,24969.6,17902.0678,9301.9217
CLT,CLT 340,North America,St. Lucia,Q4 2022,24969.6,18072.0215,9227.1638
CLT,CLT 340,North America,St. Lucia,Q4 2022,49939.2,36826.3216,20501.7939
CLT,CLT 340,North America,Mexico,Q3 2022,24480,9140.3197,5247.409
CLT,CLT 340,North America,Mexico,Q3 2022,67320,29346.4382,10278.896
CLT,CLT 340,North America,Mexico,Q3 2022,45900,19216.2529,5767.2126
CLT,CLT 340,North America,Mexico,Q4 2022,48960,18818.7372,13517.4932
CLT,CLT 340,North America,Mexico,Q4 2022,0,0,-2679.819
CLT,CLT 340,North America,Mexico,Q4 2022,67320,29671.7568,7502.4165
CLT,CLT 340,North America,Puerto Rico,Q3 2022,278419.2,88008.6044,45297.8069
CLT,CLT 340,North America,Puerto Rico,Q3 2022,372259.2,113121.497,61691.806
CLT,CLT 340,North America,Puerto Rico,Q3 2022,184579.2,63055.9461,33243.161
CLT,CLT 340,North America,Puerto Rico,Q4 2022,278419.2,89241.7266,45354.2318
CLT,CLT 340,North America,Puerto Rico,Q4 2022,372259.2,114825.0789,64868.2844
CLT,CLT 340,North America,Puerto Rico,Q4 2022,90739.2,39872.0828,19986.9955
CLT,CLT 340,North America,"Trinidad,Tobago",Q3 2022,0,0,-254.6056
CLT,CLT 340,North America,"Trinidad,Tobago",Q4 2022,265200,58102.7187,19149.1774
CLT,CLT 340,North America,"Trinidad,Tobago",Q4 2022,607920,134936.9037,47093.4515
CLT,CLT 340,North America,"Trinidad,Tobago",Q4 2022,0,0,-80.2287
CLT,CLT 340,North America,USA,Q3 2022,70718895.4,12665055.65,4327927.434
CLT,CLT 340,North America,USA,Q3 2022,75549287.11,13828433.9,4736258.382
CLT,CLT 340,North America,USA,Q3 2022,65127298.94,11873858.33,4078038.042
CLT,CLT 340,North America,USA,Q4 2022,69965114.12,13041674.19,4873440.254
CLT,CLT 340,North America,USA,Q4 2022,62087232.56,11506455.65,4037173.475
CLT,CLT 340,North America,USA,Q4 2022,59654305.06,11099145.76,3716623.928
CLT,CLT 340,North America,USA,Q3 2022,1545102.766,506690.537,223224.635
CLT,CLT 340,North America,USA,Q3 2022,1582285.585,605522.305,283499.1805
CLT,CLT 340,North America,USA,Q3 2022,1431699.808,466967.9305,188419.39
CLT,CLT 340,North America,USA,Q4 2022,1424330.954,468920.209,184435.052
CLT,CLT 340,North America,USA,Q4 2022,1258919.874,418275.234,150430.638
CLT,CLT 340,North America,USA,Q4 2022,1325519.904,492960.1395,197853.3555
CLT,CLT 340,South America,Argentina,Q3 2022,2582.64,5227.3979,2108.4793
CLT,CLT 340,South America,Argentina,Q3 2022,860.88,1830.5549,764.6316
CLT,CLT 340,South America,Argentina,Q3 2022,2582.64,5488.8517,2774.3746
CLT,CLT 340,South America,Argentina,Q4 2022,0,0,-269.5727
CLT,CLT 340,South America,Argentina,Q4 2022,24807.42,10158.9264,2325.1288
CLT,CLT 340,South America,Argentina,Q4 2022,1936.98,4238.9388,1847.9858
CLT,CLT 340,South America,Chile,Q3 2022,13668,13097.9003,7125.0768
CLT,CLT 340,South America,Chile,Q3 2022,0,0,-320.1582
CLT,CLT 340,South America,Colombia,Q4 2022,122400,29565.6,12253.1467
CLT,CLT 340,South America,Ecuador,Q3 2022,0,0,-2075.8
CLT,CLT 340,South America,Ecuador,Q4 2022,97920,19462.08,8816.4464
CLT,CLT 340,South America,Ecuador,Q4 2022,0,0,-3386.27
CLT,CLT 340,South America,Ecuador,Q4 2022,146880,29193.12,5228.2224
CLT,CLT 340,South America,Peru,Q3 2022,816000,172322.5564,56274.2493
CLT,CLT 340,South America,Peru,Q3 2022,1774800,379883.8742,133131.2196
CLT,CLT 340,South America,Peru,Q3 2022,2574480,545045.6675,180743.9994
CLT,CLT 340,South America,Peru,Q4 2022,293760,70250.3488,24016.2688
CLT,CLT 340,South America,Peru,Q4 2022,2040000,445691.0507,144239.7857
CLT,CLT 340,South America,Peru,Q4 2022,0,0,-429.71
CLT,CLT 340,South America,Uruguay,Q3 2022,375720,60190.518,5746.835
CLT,CLT 340,South America,Uruguay,Q3 2022,219170,35087.11,-176.32
